3,0,10.14088575,9.764310808,8.881459169,8.51965474,5.429770839,4.813559521,5.12571137,4.553818987
3.028571429,20000,10.16238237,9.794853486,8.907849036,8.553790398,5.417668925,4.813501451,5.111878611,4.550083163
3.057142857,20000,10.18466463,9.82635535,8.935148371,8.589186803,5.404805544,4.813445448,5.097592488,4.545821595
3.085714286,20000,10.20773726,9.858815821,8.963363114,8.625851354,5.391212349,4.813392566,5.082875003,4.541020131
3.114285714,20000,10.23160315,9.892233378,8.992497073,8.663787798,5.376928536,4.813343939,5.06775268,4.535677592
3.142857143,20000,10.25626317,9.926605398,9.022551783,8.702995955,5.362000848,4.813300799,5.05225662,4.529808627
3.171428571,20000,10.28171607,9.961927948,9.053526347,8.743471456,5.346483423,4.813264478,5.036422486,4.523446112
3.2,20000,10.30795835,9.998195531,9.085417297,8.785205493,5.330437483,4.813236418,5.020290413,4.516642692
3.228571429,20000,10.33498413,10.03540078,9.118218459,8.828184596,5.313930863,4.813218183,5.003904831,4.50947112
3.257142857,20000,10.36278507,10.07353414,9.151920829,8.872390423,5.297037375,4.813211467,4.987314216,4.502023111
3.285714286,20000,10.39135026,10.11258353,9.186512458,8.917799591,5.279836022,4.813218104,4.97057075,4.494406591
3.314285714,20000,10.42066613,10.15253393,9.221978356,8.96438353,5.262410078,4.813240085,4.953729905,4.48674144
3.342857143,20000,10.45071642,10.19336712,9.258300411,9.01210838,5.244846042,4.813279566,4.936849957,4.479154048
3.371428571,20000,10.48148209,10.23506124,9.295457329,9.060934931,5.227232512,4.813338885,4.919991426,4.471771227
3.4,20000,10.51294131,10.27759056,9.333424584,9.110818603,5.209658992,4.813420575,4.903216468,4.464714097
3.428571429,20000,10.54506944,10.32092515,9.372174407,9.161709479,5.192214674,4.813527382,4.886588221,4.458092613
3.457142857,20000,10.57783904,10.36503066,9.411675785,9.213552389,5.174987226,4.81366228,4.870170122,4.452001244
3.485714286,20000,10.61121994,10.40986818,9.451894494,9.266287043,5.158061625,4.813828491,4.854025216,4.446516157
3.514285714,20000,10.64517922,10.45539411,9.492793151,9.319848228,5.141519063,4.814029503,4.838215461,4.441693997
3.542857143,20000,10.67968135,10.50156014,9.534331299,9.374166046,5.125435955,4.814269091,4.822801056,4.437572165
